_c0,Title,Organization,Skills,Ratings,Number of Reviews,Difficulty,Min Duration (Months),Max Duration (Months)
668,Entrepreneurial Finance: Strategy and Innovation,Duke University,"Finance, Entrepreneurial Finance, Risk Management, Probability & Statistics, R Programming, Entrepreneurship, Data Analysis, Investment Management, Statistical Analysis, Statistical Programming, Financial Analysis, Leadership and Management, BlockChain, Cryptography, FinTech, Statistical Tests, Financial Management, Algorithms, Innovation, System Security, Microsoft Excel",4.5,1000,Intermediate - Specialization,3,6
669,Decentralized Finance (DeFi) Opportunities and Risks,Duke University,"BlockChain, FinTech, Finance, Cyberattacks, Risk Management, Security Engineering",4.9,24000,Intermediate - Course,1,3
670,Decentralized Finance (DeFi) Infrastructure,Duke University,"BlockChain, Cryptography, FinTech, Finance, Algorithms, Banking, Payments, Innovation, Regulations and Compliance, Risk Management",4.8,1000,Beginner - Course,1,4
671,Blockchain Business Models,Duke University,"BlockChain, Cryptography, Finance, Entrepreneurial Finance, FinTech, Algorithms, Innovation, System Security",4.7,34000,Intermediate - Course,1,3
672,Introduction to Blockchain for Financial Services,INSEAD,"BlockChain, Cryptography, Finance, Distributed Computing Architecture, Innovation, Network Security, Business Transformation, FinTech, Problem Solving, Security Strategy",4.7,63000,Beginner - Course,1,3
673,Creating and Developing a Tech Startup,École Polytechnique,"Entrepreneurship, Innovation, Leadership and Management, Strategy, Strategy and Operations, Planning",4.1,93000,Mixed - Course,1,3
674,Agile with Atlassian Jira,Atlassian,"Agile Software Development, Leadership and Management, Planning, Product Development, Product Management, Project Management, Scrum (Software Development), Software Engineering, Software Testing, Technical Product Management, Jira (Software)",4.7,8000,Beginner - Course,1,4
675,How Entrepreneurs in Emerging Markets can master the Blockchain Technology,University of Cape Town,"BlockChain, Cryptography, Entrepreneurship",4.6,39000,Beginner - Course,1,4
677,Marketing Digital,Universidade de São Paulo,"Digital Marketing, Marketing, Customer Analysis, Market Analysis, Social Media, E-Commerce, Strategy, Marketing Management, Media Strategy & Planning, Product Marketing, Search Engine Optimization",4.8,2000,Beginner - Course,1,3
678,Financing for Startup Businesses,Duke University,"Entrepreneurial Finance, Finance, Entrepreneurship, Financial Analysis, FinTech, Financial Management, Investment Management, Microsoft Excel",4.5,20000,Intermediate - Course,1,4
679,Innovations in Investment Technology: Artificial Intelligence,University of Michigan,"FinTech, Finance, Machine Learning, Algorithms, Investment Management, Leadership and Management, Risk Management, Decision Making, Statistical Analysis, Statistical Machine Learning",4.7,32000,Beginner - Course,1,4
680,Blockchain and Business,INSEAD,"BlockChain, FinTech, Finance, Strategy and Operations, Entrepreneurship, Contract Management, Human Resources, Leadership and Management, Research and Design, Recruitment, Strategy",4.7,40000,Mixed - Course,1,3
681,Introduction to Blockchain,Association of International Certified Professional Accountants,"BlockChain, Cryptography, Benefits",4.6,16000,Beginner - Specialization,1,3
682,"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,"Security Engineering, Strategy and Operations, Change Management, Audit, Leadership and Management, Risk Management",4.7,3000,Beginner - Course,1,4
683,Blockchain Transformations of Financial Services,INSEAD,"BlockChain, Business Transformation, Finance, Accounting, FinTech, Financial Accounting, Innovation, Banking, Financial Management, Payments",4.7,17000,Beginner - Course,1,4
684,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,University of Pennsylvania,"BlockChain, FinTech, Finance, Cryptography, Investment Management, Algorithms, Business Transformation, Financial Management, Innovation, Systems Design",4.6,1000,Mixed - Course,1,4
685,Decentralized Finance (DeFi) Primitives,Duke University,"BlockChain, FinTech, Finance, Payments, Cryptography, Algorithms, Computational Logic, Contract Management, Regulations and Compliance",4.9,38000,Intermediate - Course,1,4
686,Web3 and Blockchain in Global Commerce,INSEAD,"BlockChain, Finance, Leadership and Management, Cryptography, FinTech, Innovation, Strategy, Strategy and Operations, Business Transformation, Risk Management, System Security, Distributed Computing Architecture, Network Model, Network Security, Internet Of Things, Software Security",4.7,50000,Beginner - Specialization,3,6
687,"Blockchain, Cryptoassets, and Decentralized Finance",INSEAD,"BlockChain, Cryptography, FinTech, Finance, Leadership and Management, Payments, System Security, Business Process Management, Business Transformation, Contract Management",4.7,35000,Beginner - Course,1,4
688,Creative Writing,Wesleyan University,"Creativity, Human Learning, Storytelling, Writing",4.6,5000,Beginner - Specialization,3,6
689,Managing Emotions in Times of Uncertainty & Stress,Yale University,Emotional Intelligence,4.8,2000,Beginner - Course,1,3
690,UI / UX Design,California Institute of the Arts,"Design and Product, Front-End Web Development, Graphic Design, Human Computer Interaction, Research and Design, User Experience, User Experience Design, User Research, Visual Design, Visualization (Computer Graphics), Web Design, Strategy",4.7,7000,Beginner - Specialization,3,6
691,Creating a Free Business Page with Blogger,Coursera Project Network,"Marketing, Social Media",4.6,11000,Beginner - Guided Project,,
692,"L'investissement à impact, la finance qui change le monde",ESSEC Business School,"Entrepreneurship, Finance, Business Psychology, Collaboration, Communication, Data Analysis, Decision Making, Design and Product, Sales, Strategy and Operations, Investment Management",4.6,27000,Beginner - Specialization,3,6
693,Customer Service Fundamentals,Knowledge Accelerators,"Communication, Customer Support, Leadership and Management, Problem Solving, Customer Relationship Management, Customer Success, Strategy, Adaptability, Critical Thinking, User Experience",4.8,1000,Beginner - Course,1,4
694,1.- El Cálculo - Modelo Lineal,Tecnológico de Monterrey,"Algebra, Calculus, Linear Algebra, Mathematics, Graph Theory, Mathematical Theory & Analysis, Data Visualization, Geometry",4.8,,Mixed - Course,1,4
695,Introduction to Statistics,Stanford University,"General Statistics, Probability & Statistics, Statistical Analysis, Critical Thinking, Basic Descriptive Statistics, Data Analysis, Statistical Tests, Probability Distribution, Problem Solving, Statistical Visualization",4.6,2000,Beginner - Course,1,3
696,Finding Your Professional Voice: Confidence & Impact,University of London,Communication,4.7,29000,Beginner - Course,1,4
697,Finanças Orientada a Dados,Fundação Instituto de Administração,"Leadership and Management, Strategy, Communication, Data Management, Databases, Strategy and Operations, Cloud Computing, Entrepreneurship, Finance, Network Security",4.4,14000,Beginner - Course,1,4
698,Intelligence Tools for the Digital Age,IE Business School,"Business Analysis, Business Intelligence, Data Management, Research and Design, Critical Thinking, Strategy and Operations, Communication, Leadership and Management, Process Analysis, Data Analysis",4.6,61000,Beginner - Course,1,4
699,Public Speaking with Canva,Coursera Project Network,Communication,4.3,73000,Intermediate - Guided Project,,
700,Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,"Business Psychology, Entrepreneurship, Human Learning, Leadership and Management",4.8,88000,Beginner - Course,1,4
701,Cybersecurity Compliance Framework & System Administration,IBM,"Cryptography, Linux, System Software",4.7,3000,Beginner - Course,1,3
702,Investment Banking: Financial Analysis and Valuation,University of Illinois at Urbana-Champaign,"Banking, Finance, Financial Accounting, Financial Analysis, Business Analysis, Financial Management, Accounting, Investment Management, Market Analysis, Mergers & Acquisitions",4.4,88000,Intermediate - Course,1,3
703,Work Smarter with Microsoft Word,Microsoft,"Collaboration, Communication, Computer Graphics, Microsoft Excel, Visual Design, Research and Design, Writing, Interactive Data Visualization, Spreadsheet Software, User Experience Design",4.7,,Beginner - Course,1,3
704,3.- El Cálculo - Modelo Cúbico,Tecnológico de Monterrey,"Mathematics, Algebra, Calculus",4.7,22000,Mixed - Course,1,4
705,Digital Manufacturing & Design Technology,University at Buffalo,"Design and Product, Leadership and Management, Product Lifecycle, Product Management, Strategy and Operations, Product Development, Business Process Management, Product Design, Supply Chain Systems, Data Management, Systems Design, Computer Networking, Supply Chain and Logistics, Human Computer Interaction, Process Analysis, Technical Product Management, Data Analysis, Project Management, System Security, Business Transformation, Cloud Computing, Cyberattacks, Operations Management, Security Engineering, Big Data, Cloud Storage, Communication, Computer Architecture, Computer Security Models, Network Security, Security Software, Security Strategy, Software Security, Supplier Relationship Management, Data Analysis Software, Digital Marketing, Machine Learning, Computer Security Incident Management, Data Visualization, Internet Of Things, Software Engineering, Exploratory Data Analysis, Business Communication, Marketing",4.6,6000,Beginner - Specialization,3,6
706,Cyber Incident Response,Infosec,"Computer Security Incident Management, Leadership and Management",4.7,19000,Beginner - Specialization,3,6
707,Gestión de proyectos con la metodología Agile,Google,"Leadership and Management, Project Management, Scrum (Software Development), Agile Software Development, Collaboration, Communication, Product Management, Strategy and Operations, Organizational Development, Product Development, Software Engineering",4.8,49000,Beginner - Course,1,4
708,Teach English Now! Technology Enriched Teaching,Arizona State University,Planning,4.9,1000,Beginner - Course,1,3
712,"Faster Together, Enhancing the Recruitment of Marginalized Communities in Clinical Trials",Vanderbilt University,"Recruitment, Communication",4.8,97000,Beginner - Course,1,3
713,Web3 and Blockchain Leadership for Transformation,INSEAD,"Leadership and Management, BlockChain, FinTech, Finance, Strategy, Strategy and Operations, Business Transformation, Innovation, Cryptography, Risk Management",4.6,11000,Beginner - Course,1,3
715,Cybersecurity for Everyone,"University of Maryland, College Park","Cyberattacks, Human Computer Interaction, Network Security, Security Engineering, Security Strategy, Computer Security Models, Leadership and Management, Risk Management, Software Security, Critical Thinking",4.7,1000,Beginner - Course,1,3
717,International Security Management,Erasmus University Rotterdam,"Leadership and Management, Risk Management",4.7,,Beginner - Course,1,3
718,Python for Cybersecurity,Infosec,"Python Programming, Computer Programming",4.5,34000,Intermediate - Specialization,3,6
719,Network Security,Cisco Learning and Certifications,Network Security,4.7,59000,Mixed - Course,1,4
720,Security & Safety Challenges in a Globalized World,Universiteit Leiden,Risk Management,4.8,40000,Beginner - Course,1,3
721,JavaScript Security,Infosec,"Javascript, Security Engineering, Web Development, Java Programming",4.5,66000,Intermediate - Specialization,1,3
722,Cryptography I,Stanford University,"Algorithms, Cryptography, Mathematics, Security Engineering, Theoretical Computer Science, Probability & Statistics, Critical Thinking, Mathematical Theory & Analysis, Computer Security Models, Probability Distribution",4.8,4000,Mixed - Course,1,3
723,Security Operations Center (SOC),Cisco Learning and Certifications,Operations Management,4.8,72000,Mixed - Course,1,3
725,Security Awareness Training,ISC2,"Human Factors (Security), Security Engineering, Security Strategy, Software Security, System Security, Network Security, Security Software, Cyberattacks, Human Computer Interaction, Mobile Security",4.7,1000,Beginner - Course,1,3
729,Security Governance & Compliance,"University of California, Irvine","Leadership and Management, Risk Management",4.6,12000,Mixed - Course,1,4
